,Tweet Awal,Tweet Bersih
12387,"USER Mungkin juga bisa. Cuma waktu jamannya suju gue ga begitu ngeh. Tapi kan tau sendiri akhir2 ini org indonesia gimana, asal korea dikit dibilang kafir (ykwim), plastik, apalagi abis insiden poll kemaren. But kalo emg berjalan baik, alhamd",pengguna mungkin juga bisa cuma waktu jamanya super junior gue tidak begitu tau tapi kan tau sendiri akhir ini orang indonesia bagaimana asal korea sedikit dibilang kafir you know what i mean plastik apalagi habis insiden pol kemarin but kalau memang berjalan baik alhamdulillah
12388,Aku tak faham la apa motif setengah setengah individu yg ada kuasa autoriti yg rakyat bagi ni cuba ketengahkan. Terutama sekali penggunaan bahasa cina utk statement statement tertentu. Kenapa eh nak kena guna bahasa cina ?',aku tak paham lah apa motif setengah setengah individu yang ada kuasa autoriti yang rakyat bagi nih cuba ketengahkan terutama sekali pengunan bahasa cina untuk pernyataan pernyataan tertentu kenapa eh nak kena guna bahasa cina
12389,USER USER Udik luh',pengguna pengguna udik kamu
12390,USER USER HTI jg organisasi dgn paham terlarang di Bumi Pancasila jd hrs Segera di Bubarkan,pengguna pengguna hati juga organisasi dengan paham terlarang di bumi pancasila jadi harus segera di bubarkan
12391,"Hai gaes...\nSebentar lagi Agustus.\nJangan lupa dibunderi ya tanggalnya! Tanggal 12 Agustus 2018 yuk kita seru-seruan bareng kami Kocak Aula.\nAda Kak Mila Armidya Sari, Kiwil Lutfi Afifih Cungkring Arjuna Jawa, sikribo Jimat, dan aku.'",hai guys sebentar lagi agustus jangan lupa dibundari ya tangalnya tangal agustus yuk kita seru seruan bareng kami kocak aula nada kak mila armidya sari kiwil lutfi afifih cungkring arjuna jawa si kribo jimat dan aku
12392,Kevin Sanjaya iki emang geblek',kevin sanjaya ini memang geblek
12393,2. Kesukaan atas Ganjar Pranowo disebabkan beberapa gebrakan penting yang dilakukan olehnya selama menjabat sebagai gubernur Jawa Tengah #EkotrenGanjarYasinNo1,kesukan atas ganjar pranowo disebabkan beberapa gebrakan penting yang dilakukan olehnya selama menjabat sebagai gubernur jawa tengah ekotrenganjaryasino
12394,SOLUSINYA ada Dua pilihan,solusinya ada dua pilihan
12395,USER Woi kecoa lu bisa baca dari atas? Jangan terlalu dungu ya dasar kecoa..\xf0\x9f\x98\x85',pengguna woi kecoa kamu bisa baca dari atas jangan terlalu dungu ya dasar kecoa xf x f x x
12396,"Habis berenang di safari, pasti mata sepet., resiko mata sipit, mudah ngantuk,, \xf0\x9f\x98\x91'",habis berenang di safari pasti mata sepet risiko mata sipit mudah mengantuk xf x f x x
12397,USER USER Banyak bacot aja lo...\nSekarang kok diobok obok tuh',pengguna pengguna banyak bacot saja kamu sekarang kok diobok obok itu
12398,USER 70% indonesia klo gak slah sudah di kuasai cina bang,pengguna indonesia kalau tidak salah sudah di kuasai cina bang
12399,USER USER Tapi aku tetap berdiri kukuh dengan tweet pertama aku. Menggunakan agama untuk mainan politik.,pengguna pengguna tapi aku tetap berdiri kukuh dengan twit pertama aku menggunakan agama untuk mainan politik
12400,RT USER Arab saudi komunis hanya antek PKI yg mengkriminalisasi ulama,rt pengguna arab saudi komunis hanya antek partai komunis indonesia yang mengkriminalisasi ulama
12401,"USER Soalnya, kalo pas dirazia polsis / pks (polisi keamanan sekolah), yg ngga pake kerudung disuruh rambutnya diiket. Yg berjilbab tapi pas dirazia tercyduc ngga pake jilbab, disuruh pake taplak sampe jam pulang. Wkwk'",pengguna soalnya kalau pas dirazia polisi siswa partai keadilan sejahtera polisi keamanan sekolah yang tidak pakai kerudung disuruh rambutnya diket yang berjilbab tapi pas dirazia terciduk tidak pakai jilbab disuruh pakai taplak sampai jam pulang wkwk
12402,"kalau pak JKW diam dan merasa gak terusik bisa apa? bisa jadi peristiwa itu ada,salahnya si kunyuk\nArseto bawa nama pak JKW skrg kaya! dulu sblm jadi RI1 pelaporan 27M,setelah jadi RI1,setiap bln gak ada pengeluaran,gaji ditabung ,pasti kaya lah! URL",kalau pak jokowi diam dan merasa tidak terusik bisa apa bisa jadi peristiwa itu ada salahnya sih kunyuk narseto bawa nama pak jokowi sekarang kayak dulu sebelum jadi ri pelaporan sama setelah jadi ri setiap bulan tidak ada pengeluaran gaji ditabung pasti kayak lah uniform resource locator
12403,Belum selesai pertandingannya belum bisa dibilang kambek,belum selesai pertandinganya belum bisa dibilang comeback
12404,DAP ANTI ISLAM,dap anti islam
12405,"USER Kau kan transgender\nIyain aja, biar kau tenar'",pengguna kamu kan transgender iyakan saja biar kamu tenar
12406,"Mau tlp kampret gitu yakkkk, nyatanya pls sekarat....'",mau telepon kampret begitu ya nyatanya tolong sekarat
12407,USER USER USER USER Bukannya teraweh malah nyebar spoiler anjir anjir jancuk lah',pengguna pengguna pengguna pengguna bukanya teraweh malah menyebar spoiler anjir anjir jancuk lah
12408,USER DM(di memek)maksudnya ndok',pengguna direct message di memek maksudnya telur
12409,RT USER Jakarta diambang kehancuran ditangan anies n sandi. krn mereka berdua gk bisa apa-apa bro,rt pengguna jakarta diambang kehancuran ditangan anies dan sandi karena mereka berdua tidak bisa apa apa bro
12410,"""Secara alami perempuan selalu memberi perhatian kepada anak- anak dan keluarga. Itu yang membuat gerakan perempuan menjadi penting karena ia selalu fokus pada kesejahteraan keluarga yang artinya kesejahteraan rakyat juga terjamin"". Selamat Hari Kartini",secara alami perempuan selalu memberi perhatian kepada anak anak dan keluarga itu yang membuat gerakan perempuan menjadi penting karena ia selalu fokus pada kesejahteran keluarga yang artinya kesejahteran rakyat juga terjamin selamat hari kartini
12411,"Kacau, palsu, sok cantik, munafik, pembohongan publik, sensasi dan yg pasti bencong URL",kacau palsu sok cantik munafik pembohongan publik sensasi dan yang pasti bencong uniform resource locator
12412,USER Tidur bolot',pengguna tidur bolot
12413,USER Era rejim kacung apa aja bisa terjadi! \n#2019GantiPresiden',pengguna era rejim kacung apa saja bisa terjadi dan ganti presiden
12414,USER USER Komunis apa sosialis?',pengguna pengguna komunis apa sosialis
12415,USER USER USER cacat bgt ican goblok',pengguna pengguna pengguna cacat banget ican goblok
12416,USER Aku sama mas\xc2\xb2 jawa katolik mas\xc2\xb2nya brewokan semua. Apakah sebuah kebetulan?',pengguna aku sama mas xc xb jawa katolik mas xc xb nya berewokan semua apakah sebuah kebetulan
12417,"USER USER USER USER USER Bpk Reformasi tidak seharusnya seperti itu.\nHarus nya memberi contoh yg baik, bkn banyak cocot.'",pengguna pengguna pengguna pengguna pengguna bapak reformasi tidak seharusnya seperti itu harus nya memberi contoh yang baik bukan banyak cocot
12418,USER Haduhhh haduhhh belajar gembel dari siapa',pengguna aduh aduh belajar gembel dari siapa
12419,USER USER USER USER USER USER USER USER USER USER Modal cocot!\nDpt amplop!\n\nOtak awam &amp,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna modal cocot dapat amplop dan otak awam amp
12420,USER Bener juga. Orang2 yang biasa njeplak asal buka mulut di depan publik itu kemungkinan besar sakaw bin sarap gegara narkoba.',pengguna benar juga orang yang biasa njeplak asal buka mulut di depan publik itu kemungkinan besar sakau bin sarap gara gara narkoba
12421,Profil :,profil
12422,USER USER USER jual memek kok di sosmed dasar pecun!',pengguna pengguna pengguna jual memek kok di media sosial dasar pecun
12423,maaf sipit mtmu ku skip\xf0\x9f\x98\x94',maf sipit matamu ku skip xf x f x x
12424,Jangan pake lama utk Lengserkan si Jokowi.,jangan pakai lama untuk lengserkan sih jokowi
12425,"USER USER USER Makanya cebong ber IQ200 sekolam, karena gak bisa bedain fakta dengan provokasi, gak bisa bedain fakta dgn fitnah'",pengguna pengguna pengguna makanya cebong ber intelligence quotient sekolam karena tidak bisa bedakan fakta dengan provokasi tidak bisa bedakan fakta dengan fitnah
12426,17. SBY paham mustahil bisa menang pemilihan presiden jika tdk didukung komunitas tionghoa khususnya para taipan. pemilihan presiden itu sangat mahal !,susilo bambang yudhoyono paham mustahil bisa menang pemilihan presiden jika tidak didukung komunitas tionghoa khususnya para taipan pemilihan presiden itu sangat mahal
12427,"USER Udah siap di demo berjilid2 sama bani cingkrang ? Malaysia memberlakukan syariat Islam, tapi melegalkan perjudian dengan berbagai syarat dan ketentuan yg ""strict"".'",pengguna sudah siap di demo berjilid sama bani cingkrang malaysia memberlakukan syariat islam tapi melegalkan perjudian dengan berbagai syarat dan ketentuan yang strict
12428,USER Duh dah lama ga lomba menghias telor \xf0\x9f\x98\x82\xf0\x9f\x98\x82\nDulu sekelasku ambis semua\nHadiahnya padahal cuma taplak -_-',pengguna aduh sudah lama tidak lomba menghias telur xf x f x x xf x f x x dulu sekelasku ambisius semua hadiahnya padahal cuma taplak
12429,\xe2\x86\xbb\n\n... dan homo jadi mau tidak mau saya pun merasa harus membuktikan kalau saya tidak banci ke orang-orang namun sepertinya gagal karena banyak faktor apalagi dengan wajah saya yang bisa dibilang terlalu manis. Kedoyanan para wanita untuk di uwel-uwel. \n\n\xe2\x86\xb,xe x xb dan dan dan homo jadi mau tidak mau saya pun merasa harus membuktikan kalau saya tidak banci ke orang orang namun sepertinya gagal karena banyak faktor apalagi dengan wajah saya yang bisa dibilang terlalu manis kedoyanan para wanita untuk di uwel uwel dan dan xe x xb
12430,USER USER TGB JADI CEBONG\nGKGKGK\nULAMA CEBONG',pengguna pengguna tuan guru bajang jadi cebong wkwk ulama cebong
12431,"Pas lg makan dpt omelan itu rasanya seperti makan tai kucing dipagi hari.\nGak pake ngunyah, asal telen aja biar cpt abis ini sarapan'",pas lagi makan dapat omelan itu rasanya seperti makan tai kucing di pagi hari tidak pakai mengunyah asal telan saja biar cepat habis ini sarapan
12432,USER USER mbak kunti-kuntinya tu lhoo \xf0\x9f\x91\xb,pengguna pengguna mbak kunti kuntinya itu lo xf x f x xb
12433,"2,Dan sesungguhnya jika kamu mendatangkan kepada orang-orang (Yahudi dan Nasrani) yang diberi Al Kita",dan sesunguhnya jika kamu mendatangkan kepada orang orang yahudi dan nasrani yang diberi al kita
12434,CERITA &amp,cerita amp
12435,USER USER Aamiin......cuma makin banyak yg melencengkan agama....sejak rejim ini berkuasa...Kuasa Allah Melebihi Segalanya..',pengguna pengguna amin cuma makin banyak yang melencengkan agama sejak rejim ini berkuasa kuasa alah melebihi segalanya
12436,17. Akan berbicara terkait kasus BLBI,akan berbicara terkait kasus bantuan likuiditas bank indonesia
12437,maka didirikan banyak badan ekstra konstitusional seperti Front Nasional yang digunakan oleh PKI sebagai wadah kegiatan politik.',maka didirikan banyak badan ekstra konstitusional seperti front nasional yang digunakan oleh partai komunis indonesia sebagai wadah kegiatan politik
12438,USER USER USER Pengin gubernur baru,pengguna pengguna pengguna ingin gubernur baru
12439,"USER Sambunvan tertutup dengan kekehan masih singgah di bilah bibir Ocha dan berhenti saat sampai di toko kue yang ia maksud tadi. \n\nSetelah membayar, ia pun langsung bergegas menuju rumah untuk menyiapkan segala sesuatunya. Untuk Milly. Dan menunggu si kunyuk Eds sampai di rumah.'",pengguna sambungan tertutup dengan kekehan masih singah di bilah bibir ocha dan berhenti sat sampai di toko kue yang ia maksud tadi dan setelah membayar ia pun langsung bergegas menuju rumah untuk menyiapkan segala sesuatu untuk mily dan menungu sih kunyuk edisi sampai di rumah
12440,USER Seperti doeloe kaum yahudi bermigrasi ke palestine bang ..apakah mirip di mari kalo iyaa kita musti sabar nunggu #2019GantiPresiden',pengguna seperti dulu kaum yahudi bermigrasi ke palestina bang apakah mirip di mari kalau iya kita harus sabar nungu ganti presiden
12441,anjir tertipu lagi!!',anjir tertipu lagi
12442,"Dunia Perfilman Kembali Berduka, Aktor Kawakan Deddy Sutomo Meninggal Dunia - Warta Ekonomi",dunia perfilman kembali berduka aktor kawakan dedy sutomo meningal dunia warta ekonomi
12443,USER Tai sih fadlizone',pengguna tai sih fadli zon
12444,gangguan pendengaran atau ketulian menyebabkan kesulitan merespon cepat pembicaraan makanya sering disangka dingin banget ke cewek disangka vampir padahal mah budek kaga dengar setengah tuli',ganguan pendengaran atau ketulian menyebabkan kesulitan menjawab cepat pembicaraan makanya sering disangka dingin banget ke cewek disangka vampir padahal adalah budek tidak dengar setengah tuli
12445,USER eue wkkwkwkw',pengguna ngewe wkwk
12446,USER eue an di rp begini ya.',pengguna ngewe an di rupiah begini ya
12447,"Allah SWT yg Anda sembah 5x sehari tak akan memelukmu Pak Lukman, paling dekat dia membiarkanmu bersimpuh di kakinya",alah subhanahu wa taala yang anda sembah x sehari tak akan memelukmu pak lukman paling dekat dia membiarkanmu bersimpuh di kakinya
12448,USER DARI TADI KEK KUNYUK HADEHHH',pengguna dari tadi kayak kunyuk aduh
12449,"USER USER USER Ayat mana yg menyebutkan kafir adalah binatang dan halal dibunuh dalam Al-Qur\'an? Jangan buat fitnah anda!\n\nSeingat saya malah ada dalam alkitab kristen yg bilang orang"" yg non-kristen harus dibunuh. Saya bisa buktik",pengguna pengguna pengguna ayat mana yang menyebutkan kafir adalah binatang dan halal dibunuh dalam al qur an jangan buat fitnah anda dan seingat saya malah ada dalam alkitab kristen yang bilang orang yang non kristen harus dibunuh saya bisa bukti
12450,USER Gubernur Indonesia sangat membanggakan. Sangat wibawa sebagai pemimpin.,pengguna gubernur indonesia sangat membangakan sangat wibawa sebagai pemimpin
12451,USER yang Katolik aja',pengguna yang katolik saja
12452,"RT USER: meluat betul aku dengan orang kedai yang sombong. gaji kau pun sebab customer. so muka, perangai, jaga. itu pun nak kena\xe2\x80\xa6'",rt pengguna meluat betul aku dengan orang kedai yang sombong gaji kamu pun sebab customer sok muka perangai jaga itu pun nak kena xe x xa
12453,"1.Teroris meledakan bom &amp; tewaskan puluhan orang, pelakunya hanya 2 orang, kira2 ini krn radikalisme yg sdh tersebar luas atau terorisnya yg memang kian hebat hingga tdk mampu ditangani aparat? Pelakunya terbukti hanya 2 orang. Coba pikir pelan2 dgn",teroris meledakkan bom amp menewaskan puluhan orang pelakunya hanya orang kira ini karena radikalisme yang sudah tersebar luas atau terorisnya yang memang kian hebat hinga tidak mampu ditangani aparat pelakunya terbukti hanya orang coba pikir pelan dengan
12454,"USER Coba tonton kisahnya Ustadz Felix di youtube nder, beliau terlahir dari keluarga katolik/kristen dan alhamdulillah skrg udah muallaf masyaAllah, kisahnya menginspirasi sekali:')""",pengguna coba tonton kisahnya ustaz felix di youtube nder beliau terlahir dari keluarga katolik kristen dan alhamdulillah sekarang sudah mualaf masyalah kisahnya menginspirasi sekali
12455,USER USER USER cukup sekali aku liat pocong sama denger suara kunti hm.',pengguna pengguna pengguna cukup sekali aku lihat pocong sama dengar suara kunti hem
12456,USER USER USER USER USER suruh minum pipis onta dulu nich bangke abu biar tambah bego',pengguna pengguna pengguna pengguna pengguna suruh minum pipis onta dulu nih bangkai abu biar tambah bego
12457,"MCK = micin, cebong, kampret.'",mandi cuci kakus micin cebong kampret
12458,USER USER Diam kau kampang',pengguna pengguna diam kamu kampang
12459,Bukan saja masyarakat hari ini yg sudah menjadi Sastrawan. Melestarikan budaya yg dahulu pernah hilang. Sehingga membuat masyarakat terbuka mata kepalanya bahwa merekalah yg menjadi pemilih pemimpin bangsa ini.#ILCJokowiPrabowoBerbalasPantun #2019BelumTauS,bukan saja masyarakat hari ini yang sudah menjadi sastrawan melestarikan budaya yang dahulu pernah hilang sehinga membuat masyarakat terbuka mata kepalanya bahwa merekalah yang menjadi pemilih pemimpin bangsa ini indonesia lawyers club prabowo berbalas pantun belumtaus
12460,Peh. Cha Tae Hyun kalau berlakon. *menitik air mata*',peh cha tai hyun kalau berlakon menitik air mata
12461,"Entah mau jadi apa negara ku indonesia tercinta ini, rakyatnya udah banyak pada ngawur, presiden disalahkan,ulama disalahkan,ibu bapaknya disalahkan, bahkan tuhan pun juga salahkan,,jadi apa mau kalian? Mau menang sendiri, merasa benar sendiri,emg nya kali",entah mau jadi apa negara ku indonesia tercinta ini rakyatnya sudah banyak pada ngawur presiden disalahkan ulama disalahkan ibu bapaknya disalahkan bahkan tuhan pun juga salahkan jadi apa mau kalian mau menang sendiri merasa benar sendiri memang nya kali
12462,USER ini video yang di tangerang cikupa. Orang y dah nikah taun kemaren viral 6 orang terciduk \xf0\x9f\x98\x82\xf0\x9f\x98\x82rt rw ama antek antek y',pengguna ini video yang di tangerang cikupa orang iya sudah nikah tahun kemarin viral orang terciduk xf x f x x xf x f x x rt rukun warga sama antek antek iya
12463,"USER ketawa smbil buang smpah sarap,\nlu mmg anjing kurap'",pengguna tertawa sambil buang sampah sarap kamu mg anjing kurap
12464,"Saya sudah wanti wanti supaya itu dokter tobat tetep aja ga bisa, ngapain pernah seorganisasi katolik sama saya kalau akhirnya ke Universitas Kristen?'",saya sudah wanti wanti supaya itu dokter tobat tetap saja tidak bisa apa pernah seorganisasi katolik sama saya kalau akhirnya ke universitas kristen
12465,"USER USER hai pendukung Hitler, kalo aku komunis\n\n:))\n\n[]'",pengguna pengguna hai pendukung hitler kalau aku komunis dan dan dan dan
12466,"RT USER: USER Jadi inget uang jajan sma yg dikit pake kepotong bensin anter jemput sekolah tiap hari, akhir pekan bela""in n\xe2\x80\xa6'",rt pengguna pengguna jadi ingat uang jajan sama yang sedikit pakai kepotong bensin anter jemput sekolah tiap hari akhir pekan bela in dan xe x xa
12467,"22 Februari 1978 Masjid Istiqlal diresmikan Presiden Soeharto. Rancangan masjid terbesar di Asia Tenggara ini karya arsitek Friedrich Silaban. Sebagai seorang Kristiani, dia mengalami pergulatan batin ketika merancang tempat ibadah umat Islam itu.",februari masjid istiqlal diresmikan presiden soeharto rancangan masjid terbesar di asia tengara ini karya arsitek friedrich silaban sebagai seorang kristiani dia mengalami pergulatan batin ketika merancang tempat ibadah umat islam itu
12468,USER loh iya? unamenya asing sih',pengguna lah iya nama penggunanya asing sih
12469,USER USER bani kacung kafir malah ketawa liat twit ini ya cung',pengguna pengguna bani kacung kafir malah tertawa lihat twit ini ya cung
12470,USER terus bisa apa kalo iya....rejim kunyuk ini siapa yg berani lawan...??',pengguna terus bisa apa kalau iya rejim kunyuk ini siapa yang berani lawan
12471,RT USER banyak yang aneh dalam DPR. Bau busuknya sangat menusuk. Mafia anggaran lah main proyeklah banyak bolos lah. Bubarkan,rt pengguna banyak yang aneh dalam dewan perwakilan rakyat bau busuknya sangat menusuk mafia angaran lah main proyeklah banyak bolos lah bubarkan
12472,USER Yg di tawari bukan aseng tapi orang asing \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',pengguna yang di tawari bukan asing tapi orang asing xf x f x x xf x f x x xf x f x x
12473,USER Mbaku mua doang 1jt edan',pengguna mbakku mua doang juta edan
12474,"Kalau France-England in the final, jadinya duel dua imperialis di tanah komunis \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",kalau france england in the final jadinya duel dua imperialis di tanah komunis xf x f x x xf x f x x
12475,GANYANG PKI ampe ke akar akarnya URL,ganyang partai komunis indonesia sampai ke akar akarnya uniform resource locator
12476,"USER USER USER Lah sama aja ngawur kayaknya haha, saya mah gatau arti kafir, makanya saya lebih baik diem daripada sok ngide hehehe'",pengguna pengguna pengguna lah sama saja ngawur kayaknya haha saya adalah tak tau arti kafir makanya saya lebih baik diam daripada sok memberi ide hehe
12477,"USER Betul, setuju gw, bosan, muak. Apalagi ma kelakuan cebong, nyinyirnya kebangetan.'",pengguna betul setuju gue bosan muak apalagi sama kelakuan cebong nyinyirnya kebangetan
12478,USER Iya edan kaya lu',pengguna iya edan kayak kamu
12479,"Apa sih salahnya org2 yg bukan cina temenan sama yg cina sampe dibilang ""bau cina bau cina"" aduh Tuhan tolong dah orang kek gt ckckck gaabis pikir pikirannya sempit bgt dah. Walaupun gue ada cinanya jg gue di KTP WNI men bukan WNA.'",apa sih salahnya orang yang bukan cina berteman sama yang cina sampai dibilang bau cina bau cina aduh tuhan tolong sudah orang kayak begitu wkwk gabis pikir pikiranya sempit banget sudah walaupun gue ada cinanya juga gue di kartu tanda penduduk warga negara indonesia men bukan warga negara asing
12480,USER USER nauzubillah ini rezim sangat anti islam,pengguna pengguna nauzubilah ini rezim sangat anti islam
12481,"USER USER USER USER USER USER USER USER Emang bener kawan, aktifis 98 yg di gerakan LB MURDANI Biayai anak2 GMNI, yg notabene organisasimahasiswa bentukan pki.'",pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna memang benar kawan aktivis yang di gerakan lembar moerdani biayai anak bagaimana nih yang notabene organisasi mahasiswa bentukan partai komunis indonesia
12482,USER Sendirinya juga sipit malah ngatain gua',pengguna sendirinya juga sipit malah memaki gue
12483,USER USER USER USER Masio aku ISLAM NUSANTARA koen kate lapo ...jancik matane picek kok sugik iki',pengguna pengguna pengguna pengguna masih aku islam nusantara koen kate lapo jancuk matanya picek kok sugik ini
12484,USER Gue cuma makan snack doang anjir belom makan nasi wkwkwk',pengguna gue cuma makan makanan ringan doang anjir belum makan nasi wkwk
12485,"USER USER USER USER Biasalah Bani pemarah klo diajak ngobrol lari ksana kemari,cari"" alasan,,,'",pengguna pengguna pengguna pengguna biasalah bani pemarah kalau diajak mengobrol lari kesana kemari cari alasan
12486,Mantappppppp....,mantap
12487,"Di dunia ini kayaknya cm Jokowi ya, presiden yg dituding ""liberal"" & ""kapitalis"" sekaligus ""komunis"", jg ""lemah"" sekaligus ""otoriter"".",di dunia ini kayaknya cuma jokowi ya presiden yang dituding liberal kapitalis sekaligus komunis juga lemah sekaligus otoriter
12488,USER Si amat emang nggak bodo. Gue bilangin amat nih lo bawa2 nama dia.',pengguna sih amat memang tidak bodoh gue bilang amat nih kamu bawa nama dia
12489,"USER USER USER USER USER USER USER Ahh kacrut lah, sok sibuk belain tp masih blm tau siape yg bakal jd wapresnye \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86'",pengguna pengguna pengguna pengguna pengguna pengguna pengguna ah kacrut lah sok sibuk membela tetapi masih belum tau siapa yang bakal jadi wakil presidennya xf x f x x xf x f x x xf x f x x
12490,"USER USER masihkan akan berbaik hati dgn TKA? Istighfar paaak, sebelum rakyat tak mampu lagi bersabar! URL",pengguna pengguna masihkan akan berbaik hati dengan tenaga kerja asing istighfar pak sebelum rakyat tak mampu lagi bersabar uniform resource locator
12491,USER Pake muka lo ya lesbi dong anjir jadinya',pengguna pakai muka kamu ya lesbi dong anjir jadinya
12492,"USER Kenapa harus iri? Mereka wudhu (menyucikan diri) sebelum bertemu dgn Tuhan mereka. Org Kristen tidak perlu menyucikan diri trlebih dahulu, karena Tuhan Yesus akan mau menerima segala dosa2/kenajisan kita. Dan Ia sendiri yg akan menyucikan kita.",pengguna kenapa harus iri mereka wudhu menyucikan diri sebelum bertemu dengan tuhan mereka orang kristen tidak perlu menyucikan diri terlebih dahulu karena tuhan yesus akan mau menerima segala dosa kenajisan kita dan ia sendiri yang akan menyucikan kita
12493,USER Apa kbr memek tembem..',pengguna apa kabar memek tembem
12494,"Paling nanti komentarnya ""jangan transaksi pake dollar"".; ; #2019GantiPresiden ; #2019PresidenBaru",paling nanti komentarnya jangan transaksi pakai dolar ganti presiden presidenbaru
12495,"jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun, sopan..tidak seperti babi kafir ahok",jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin bisa salat bisa mengaji santun sopan tidak seperti babi kafir ahok
12496,USER Oh ternyata kesibukan bertambah promosi hoax\nKampret laah\nIni nomor 0856 bisa di daftar ke USER ga\nBiar ga perlu ganti nomer\nUSER terlalu sibuk promosi hoax',pengguna oh ternyata kesibukan bertambah promosi hoaks kampret lah nini nomor bisa di daftar ke pengguna tidak biar tidak perlu ganti nomer nuser terlalu sibuk promosi hoaks
12497,Ini pasti salah Jokowi! URL,ini pasti salah jokowi uniform resource locator
12498,USER Di filipina itu gereja katholik memegang peranan sangat kuat moen dalam kehidupan sehari hari. Mis: pemerintah anjurkan kb...gereja katholik mengharamkan jadinya filipina penduduknya trus tumbuh.',pengguna di filipina itu gereja katolik memegang peranan sangat kuat momen dalam kehidupan sehari hari mis pemerintah anjurkan kb gereja katolik mengharamkan jadinya filipina penduduknya terus tumbuh
12499,USER Sebagai netijen yg penasaran. Kalo abis eue kan ada tuh sesi pillow talk atau cuma ndusel2 lucu Ampe ketiduran. Paul Lo gitu gak sih ? Apa abis ena enak terus kaku lagi kek bh baru ?',pengguna sebagai warganet yang penasaran kalau habis ngewe kan ada itu sesi pilow talk atau cuma ndusel lucu sampai ketiduran paul kamu begitu tidak sih apa habis ena enak terus kaku lagi kayak bh baru
12500,"USER : mudah""an jd budek beneran!!!'",pengguna mudah an jadi budek benaran
12501,"USER USER USER ane kasih tau ya.. yg bunuh yesus itu yahudi bukan muslim, knp kristen jadi benci muslim? muslim menghormati yesus sbg Nabi, penganut agama yg lain seperti budha, hindu, dll bahkan gak mengakui yesus sbg apapun, k",pengguna pengguna pengguna saya kasih tau ya yang bunuh yesus itu yahudi bukan muslim kenapa kristen jadi benci muslim muslim menghormati yesus sebagai nabi penganut agama yang lain seperti buddha hindu dulu bahkan tidak mengakui yesus sebagai apapun k
12502,"USER Hanya politikus yg gila jabatan&amp;harta yg bilang pak Jkw antek asing. Serta parpol gurem cari pendukung PD pilpres 2019. Kehabisan wacana berpolitik tanpa B's buat program pembangunan NKRI. Ujungnya jual kebencian,hoax dan agama serta ge",pengguna hanya politikus yang gila jabatan amp harta yang bilang pak jokowi antek asing serta partai politik gurem cari pendukung pada pemilihan presiden kehabisan wacana berpolitik tanpa b si buat program pembangunan negara kesatuan republik indonesia ujungnya jual kebencian hoaks dan agama serta ge
12503,Ibnu Mubarak pernah memiliki tetangga seorang yahudi.\nnamun ia selalu lebih dahulu memberi makan tetangganya itu sebelum anak- anaknya sendiri.bahkan ia selalu memberi pakaian padanya sebelum memberi pakaian anak-anaknya.',ibnu mubarak pernah memiliki tetanga seorang yahudi namun ia selalu lebih dahulu memberi makan tetanganya itu sebelum anak anaknya sendiri bahkan ia selalu memberi pakaian padanya sebelum memberi pakaian anak anaknya
12504,"""Jika seorang ahli kitab (Yahudi dan Nashrani) memberi salam pada kalian, maka balaslah dengan ucapan wa\xe2\x80\x99alaikum.\xe2\x80\x9d (HR. Bukhari dan Muslim).'",jika seorang ahli kitab yahudi dan nasrani memberi salam pada kalian maka balaslah dengan ucapan wa xe x x alaikum xe x x di hari bukhari dan muslim
12505,"USER Selain musiknya pakai bahasa asing, juga yang ditampilkan ada beberapa kesenian maupun budaya yang bukan asli dari Jawa Tengah.",pengguna selain musiknya pakai bahasa asing juga yang ditampilkan ada beberapa kesenian maupun budaya yang bukan asli dari jawa tengah
12506,USER USER sontoloyo emang jakarta nih',pengguna pengguna sontoloyo memang jakarta nih
12507,"Gelombang Tenaga Kerja Asing Asal Cina Berbondong-Bondong Memasuki Kota Kendari, Sulteng ; Duh...mirisnya nasib anak bangsaku !; #2019GantiPresiden",gelombang tenaga kerja asing asal cina berbondong bondong memasuki kota kendari sulawesi tengah aduh mirisnya nasib anak bangsaku ganti presiden
12508,"USER Maaf saya menilai ucapan BAPAK HIDAYAT NUR WAHID yg terhormat itu sebagai gambaran betapa munafik, picik dan kotornya hati anda.'",pengguna maf saya menilai ucapan bapak hidayat nur wahid yang terhormat itu sebagai gambaran betapa munafik picik dan kotornya hati anda
12509,Bangke. Gak dijual nih acc',bangkai tidak dijual nih ac
12510,"Nga inget kpn terakhir kali mimpi indah. Reality kek tai, mimpi masa tai jg :('",tidak ingat kapan terakhir kali mimpi indah realita kayak tai mimpi masa tai juga
